Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price
Asus,3.572288685376693,8,256,15.855946389711574,3.2778131254008183,2684287.4696885142
Dell,1.5925190867887316,32,1000,15.718146398368887,4.984052495589461,7457108.596025713
HP,2.9906746962051325,16,512,14.793299586523696,2.277501313816892,4295098.914018868
Dell,2.075022093219258,4,256,13.241121061398124,4.341043588220476,2561445.8349038847
Asus,1.801417214443197,32,256,12.628992525091206,4.02110520062647,2767563.176745712
Acer,1.6923830040730228,32,512,12.3907015417361,4.302496491772116,4413909.044131869
Acer,3.2407219396953493,8,1000,12.911653776581645,2.922589386471369,7290480.45645791
Lenovo,2.3496874094201656,32,256,16.42135066059518,3.4761634681472016,2840412.8529544743
Dell,3.311916928821904,8,1000,11.465844655932688,4.389525559171125,7282966.112478183
Dell,1.663390851997356,16,1000,15.973227657517752,2.697623994862565,7281284.506658632
Lenovo,2.288225844576526,8,1000,13.093340450250942,2.678099590365956,7215666.009063748
Lenovo,2.848728230938343,4,256,14.12959637606815,3.653152859884797,2495227.0698976694
Lenovo,3.476807912097409,8,1000,15.766913801890944,3.570690738589567,7224880.736732443
Asus,2.296881257330175,4,256,16.306259282137827,2.8467874112387985,2571047.3044776637
Dell,3.064728441092522,8,1000,13.06868852043588,2.8942269515744683,7266952.694322421
Asus,3.714944370590468,32,256,13.771060887650664,2.8335354896196963,2911870.4224307584
Lenovo,3.039657970455761,16,1000,13.487096388900753,4.314536185995463,7413996.5659344895
Dell,2.082398686884084,4,512,11.079506201023465,3.9557025966873818,4100531.2296385868
Asus,1.561001953891345,8,1000,12.77565733315194,4.497251550230758,7143609.0710761845
Asus,3.6752471847523247,8,1000,13.755135402395371,4.926419084942065,7282546.568245476
Lenovo,1.553173527125968,8,256,13.46656165328264,3.422492888815959,2488217.580532513
Dell,3.6867541817104974,32,256,15.331575365094077,2.2000816442163464,2785249.801432072
Lenovo,2.8223428350680297,32,1000,13.308821703326618,2.1442769312361065,7489859.854664221
Dell,3.8476692462822406,4,512,13.93625869382402,2.886995117814857,4183667.1422037943
Acer,3.4969580894341634,4,512,13.57765155279418,4.797633768057352,4139403.720742934
HP,3.994835276333344,32,256,15.443756893366224,3.5696391649126245,2846545.724659859
HP,2.3767795386292754,4,512,16.177834393921774,2.815359548240388,4080802.8854960115
HP,3.417970722327817,16,1000,14.191334474045084,3.1975003835330584,7377672.354554217
Lenovo,2.504827284023105,16,256,15.736593165171149,3.795785322214012,2727634.597941122
Acer,2.699689050759772,32,1000,12.780720092119104,3.9588489744135273,7553454.58497069
Dell,3.068763658045925,4,256,14.248217660943611,2.461758529348715,2570813.2241977127
Asus,3.684192785465847,8,256,13.071379722019834,4.931095029635528,2629447.7752549173
Dell,3.9602086729982378,16,256,13.485205553430982,3.6343166809483662,2695563.550501461
Asus,3.420683534661296,32,256,15.394483188876013,2.407064953376838,2781281.147916906
Dell,2.5444169554183347,4,512,16.289974893996277,4.680905760038401,4122537.373628924
Acer,2.5533925056926754,32,1000,11.728972346526591,2.2239152932382864,7452124.284110755
Asus,3.343955753972229,8,1000,14.807835538924284,4.723206299532539,7288217.581173802
Lenovo,2.096942864420756,16,1000,14.49286284546679,4.989696968866947,7363258.27818744
Dell,1.7761852828284868,32,256,11.710490235055593,4.101295397469512,2851854.323321779
Dell,2.3865553941019413,32,512,12.271365982640654,4.311341663221969,4412035.329496189
Asus,2.2180974791352046,32,1000,12.86601496839608,3.011908509402459,7411851.782959749
Lenovo,2.240770301139975,8,512,12.001586424905009,4.824730558201802,4151619.475567059
Lenovo,2.084019377624774,32,256,12.46237689514605,3.589141898325103,2789907.5576757328
Acer,1.6052329740909048,8,1000,12.605604793170246,4.197165339792665,7229060.720391669
Lenovo,1.5446848368335346,8,512,13.014042998234356,4.772323147733839,4123307.6520125167
Lenovo,3.969305974340079,8,256,15.496342716806954,4.9255399279265255,2626045.623990576
Lenovo,2.569432834339656,16,512,14.431473223103604,4.499613069790023,4231132.627301484
HP,2.460816617899204,16,1000,16.917480031708408,2.90905252094609,7328198.820500381
Acer,3.199118206732675,32,1000,13.488414961804828,4.899642549656248,7543280.820094313
Dell,2.0456347196626603,32,256,15.52319044302155,3.884358593730716,2712400.5889616604
Asus,3.874902959875564,16,256,16.228810528259203,4.79192742905588,2693317.7611745647
Dell,3.4658625360388804,4,256,15.073870958228252,4.028315077443056,2589108.821531389
Acer,1.7235275057806487,16,512,13.471188442504976,2.921716885543161,4290342.1567639
Asus,2.543951939462321,8,512,15.521567784474517,3.110073572428448,4163375.28099664
Acer,3.697795768905412,16,512,12.222002826636109,3.651415331308821,4347357.39276475
Lenovo,3.8618300557285257,8,256,12.965312991080795,4.3700445246796455,2680255.0849088635
Asus,2.6685037781246743,32,1000,14.280111530595732,2.953947654021005,7490664.276191662
Lenovo,3.0335284730267693,4,1000,14.45245632371689,3.739193498402576,7203811.447701154
Dell,1.917584865230188,32,512,11.132848852835776,3.0368749807292046,4379871.964318186
Dell,3.9779215653424416,8,512,16.67068513253605,4.4473082139053215,4238908.261079182
Asus,2.0791792534586087,8,1000,15.17976362730434,3.400184281303851,7278754.700939134
Asus,3.856829435337814,8,1000,13.974222501391344,2.230168480558656,7272498.759441457
Acer,3.124116622480921,4,512,16.598763406449848,2.498157564444609,4232880.321882384
Acer,3.019341987197148,16,512,13.634573391504972,2.183314002858897,4244460.795086096
Lenovo,2.7817212775412714,32,1000,16.88261342162223,3.497908838042976,7468287.81484372
Asus,2.0766745292943964,32,256,14.07370854346091,2.3190118920446814,2817258.624025071
Dell,1.9413200800137709,16,512,11.685714619987875,2.342419907928896,4275979.900970383
Acer,2.0512155226754385,32,1000,15.588805834755664,4.823144780115131,7489998.9626226425
Acer,1.9660956553606364,4,1000,15.073386350467043,4.617965216528166,7201460.057956982
Dell,3.448961183916883,32,1000,15.63792032783352,3.356259790434098,7626567.973538562
Acer,2.375313147916825,8,1000,16.708652172354086,4.957415962550617,7300804.334639519
Lenovo,1.644606691408491,16,256,15.658935815906109,2.000559584511989,2617738.7038853522
Asus,3.922756575352029,4,1000,14.66801961329988,3.841938368820181,7247185.21887248
Dell,3.709464712408564,16,512,16.143853414165044,3.84928453211561,4360110.677135428
Asus,3.819380707988032,4,256,15.039478636127187,3.3723291676096645,2611127.833119139
Acer,3.987269556616088,8,1000,13.448714340955538,3.1908439188028783,7323829.370052127
Acer,1.9347381230487184,16,256,16.31371858545064,3.366149406441823,2614773.130661684
Dell,2.490605047256647,32,512,12.331402764706237,3.2448813082390413,4412974.688126036
Lenovo,3.395596189260228,4,1000,15.287847649452344,4.191477432446899,7238826.075754533
HP,3.2400515451344805,16,512,16.28938072964454,2.406066304919852,4285009.335809409
Dell,1.8847397658496376,32,1000,15.387899118219778,2.5929176617733907,7454094.897635452
HP,3.5395828124765445,16,1000,15.183652514323144,2.541554685177271,7391234.896555129
HP,2.061101429591652,16,1000,15.515829764431016,2.7874117553637934,7291733.937944884
Lenovo,2.0595440370565576,16,1000,13.790331489803863,3.57577525634475,7317361.038953634
HP,2.8424360572335337,4,1000,16.245024092942156,2.333626242014656,7141516.124732736
HP,2.982349837104258,32,256,12.220618850816548,4.604507885979512,2795521.1106900168
Lenovo,2.950215519594528,8,1000,11.764318496002035,2.892084593925417,7302375.638288085
HP,1.7287170934943872,4,1000,12.713052680711067,2.487613962406124,7129958.922395188
HP,3.693652156575951,4,256,14.18946438064996,4.02686392879473,2590941.009088264
HP,2.1640001064717653,4,256,14.063370772456029,2.1142589017979576,2470988.3005209644
Dell,1.8237873032070104,8,256,15.92359254605952,3.859905694622492,2569755.3510547527
Dell,3.721870199672443,32,256,13.427411938424104,4.094595292029499,2845436.4526320235
Dell,3.889128745574384,32,256,13.906066557749051,2.644749594160157,2855855.755325592
Lenovo,3.6553190431636255,32,256,11.080206099556374,2.1258922203309027,2851678.653867289
Acer,3.523790186812195,16,1000,13.458435418657634,3.0909360767583487,7314609.718224171
HP,3.1381049515975543,16,1000,14.886645397702052,2.295782690725809,7403330.989374693
HP,2.8771434265228484,16,512,11.093049983759553,2.349433549020011,4315841.227936469
Lenovo,1.7174668997785254,8,1000,12.685291791117464,2.7627836943345936,7193488.6666815
HP,2.5211330326767465,16,1000,12.24773815573634,2.8864037738802777,7346283.214879232
Dell,2.431721292530785,8,256,11.25191257345753,3.589911023064262,2576365.7625152855
Acer,2.149384459400816,32,256,13.875560539487225,4.03517565650904,2790044.8154840837
